,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,datetaken,datetakengranularity,datetakenunknown,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url,time,hour
0,53394821723,56146055@N07,2d60e4be45,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:54:45,0,0,44.8955,-68.6659,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394821723_2d60e4be45.jpg,2023-12-12 19:54:45,19
1,53394937999,56146055@N07,8398f621ee,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:55:04,0,0,44.8955,-68.6659,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394937999_8398f621ee.jpg,2023-12-12 19:55:04,19
2,53394821673,56146055@N07,f26e5ce359,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:55:30,0,0,44.8956,-68.6658,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394821673_f26e5ce359.jpg,2023-12-12 19:55:30,19
3,53393703667,56146055@N07,46990f5ccb,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:55:49,0,0,44.8955,-68.6659,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53393703667_46990f5ccb.jpg,2023-12-12 19:55:49,19
4,53394821468,56146055@N07,052832b908,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:54:54,0,0,44.8955,-68.6659,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394821468_052832b908.jpg,2023-12-12 19:54:54,19
5,53393703567,56146055@N07,9fe9cc12cc,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:54:28,0,0,44.8955,-68.666,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53393703567_9fe9cc12cc.jpg,2023-12-12 19:54:28,19
6,53394937744,56146055@N07,69f0ae3711,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:57:56,0,0,44.8955,-68.6658,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394937744_69f0ae3711.jpg,2023-12-12 19:57:56,19
7,53393703382,56146055@N07,97320b703b,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:58:32,0,0,44.8955,-68.6658,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53393703382_97320b703b.jpg,2023-12-12 19:58:32,19
8,53394821018,56146055@N07,0267f0d357,65535,66,Anx3_jcw,1,0,0,2023-12-12 19:55:19,0,0,44.8956,-68.6658,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53394821018_0267f0d357.jpg,2023-12-12 19:55:19,19
9,53393327652,67121146@N00,2f8947926d,65535,66,Red Admiral,1,0,0,2023-08-24 16:17:07,0,0,44.043,-68.8308,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53393327652_2f8947926d.jpg,2023-08-24 16:17:07,16
10,53394446208,67121146@N00,313047fa00,65535,66,Isle au Haut,1,0,0,2023-08-26 13:22:43,0,0,44.0598,-68.7848,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53394446208_313047fa00.jpg,2023-08-26 13:22:43,13
11,53394252121,67121146@N00,66c94a5443,65535,66,Sheep Isle,1,0,0,2023-08-26 13:22:21,0,0,44.0602,-68.7861,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53394252121_66c94a5443.jpg,2023-08-26 13:22:21,13
12,53393327517,67121146@N00,9306d2e61e,65535,66,White Islands,1,0,0,2023-08-27 16:13:55,0,0,44.0535,-68.874,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53393327517_9306d2e61e.jpg,2023-08-27 16:13:55,16
13,53394251926,67121146@N00,16051317ba,65535,66,IMG_6046,1,0,0,2023-08-29 17:20:02,0,0,44.043,-68.8307,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53394251926_16051317ba.jpg,2023-08-29 17:20:02,17
14,53394251931,67121146@N00,054e1e2dd3,65535,66,White Campion,1,0,0,2023-08-30 14:54:02,0,0,44.0466,-68.8365,16,0,,4981804,1,0,0,0,https://live.staticflickr.com/65535/53394251931_054e1e2dd3.jpg,2023-08-30 14:54:02,14
15,53394052046,7630637@N02,fe2a12f07b,65535,66,Traveling once again... | Portland Maine,1,0,0,2023-11-10 15:33:14,0,0,43.6469,-70.3124,16,0,,4979245,1,0,0,0,https://live.staticflickr.com/65535/53394052046_fe2a12f07b.jpg,2023-11-10 15:33:14,15
16,53393465294,12357841@N02,c05c74b402,65535,66,Maine Sunset,1,0,0,2023-12-11 17:50:20,0,0,43.8085,-69.9935,16,0,,4966554,1,0,0,0,https://live.staticflickr.com/65535/53393465294_c05c74b402.jpg,2023-12-11 17:50:20,17
17,53391170487,189732782@N04,031130c537,65535,66,US Border Patrol,1,0,0,2019-04-09 10:37:45,0,0,43.6574,-70.2587,16,0,,4975802,1,0,0,0,https://live.staticflickr.com/65535/53391170487_031130c537.jpg,2019-04-09 10:37:45,10
18,53392064526,56146055@N07,366824e51e,65535,66,A2x_jcw,1,0,0,2023-12-11 11:07:32,0,0,44.8955,-68.6658,16,0,,4982315,1,0,0,0,https://live.staticflickr.com/65535/53392064526_366824e51e.jpg,2023-12-11 11:07:32,11
