,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,datetaken,datetakengranularity,datetakenunknown,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url,time,hour
0,53396736184,83894187@N04,de7253f5a9,65535,66,Beautiful Flower,1,0,0,2015-07-27 16:31:34,0,0,47.2835,-93.181,16,0,,5041110,1,0,0,0,https://live.staticflickr.com/65535/53396736184_de7253f5a9.jpg,2015-07-27 16:31:34,16
1,53395488347,83894187@N04,e081a3595b,65535,66,Coneflower,1,0,0,2015-07-27 18:37:41,0,0,47.2833,-93.1811,16,0,,5041110,1,0,0,0,https://live.staticflickr.com/65535/53395488347_e081a3595b.jpg,2015-07-27 18:37:41,18
2,53396567288,83894187@N04,ed94b2b622,65535,66,Lilies,1,0,0,2015-07-27 16:28:59,0,0,47.2836,-93.181,16,0,,5041110,1,0,0,0,https://live.staticflickr.com/65535/53396567288_ed94b2b622.jpg,2015-07-27 16:28:59,16
3,53396379516,83894187@N04,fe11f5fb95,65535,66,Lilies,1,0,0,2015-07-27 16:27:41,0,0,47.2836,-93.1812,16,0,,5041110,1,0,0,0,https://live.staticflickr.com/65535/53396379516_fe11f5fb95.jpg,2015-07-27 16:27:41,16
4,53388828333,146552967@N06,ccd575c0b8,65535,66,Paul Bunyan Tournament Trackwrestling operator - Anthony Wolfbauer,1,0,0,2023-12-09 16:43:12,0,0,46.3509,-94.2042,16,0,,5019116,1,0,0,0,https://live.staticflickr.com/65535/53388828333_ccd575c0b8.jpg,2023-12-09 16:43:12,16
5,53388525091,146552967@N06,9529f34e08,65535,66,133,1,0,0,2023-12-09 15:46:12,0,0,46.351,-94.2041,16,0,,5019116,1,0,0,0,https://live.staticflickr.com/65535/53388525091_9529f34e08.jpg,2023-12-09 15:46:12,15
6,53388525071,146552967@N06,fe07517332,65535,66,145,1,0,0,2023-12-09 16:06:02,0,0,46.3512,-94.2044,16,0,,5019116,1,0,0,0,https://live.staticflickr.com/65535/53388525071_fe07517332.jpg,2023-12-09 16:06:02,16
7,53388712218,146552967@N06,b0ba3ca718,65535,66,160,1,0,0,2023-12-09 16:25:18,0,0,46.3507,-94.2041,16,0,,5019116,1,0,0,0,https://live.staticflickr.com/65535/53388712218_b0ba3ca718.jpg,2023-12-09 16:25:18,16
8,53388525036,146552967@N06,2a0093360f,65535,66,189,1,0,0,2023-12-09 16:41:30,0,0,46.3508,-94.2042,16,0,,5019116,1,0,0,0,https://live.staticflickr.com/65535/53388525036_2a0093360f.jpg,2023-12-09 16:41:30,16
9,53377860355,38880169@N03,f34d5f067b,65535,66,2023 Employee Photo Contest,1,0,0,2023-12-01 15:40:35,0,1,47.5739,-93.9683,16,0,,5031266,1,0,0,0,https://live.staticflickr.com/65535/53377860355_f34d5f067b.jpg,2023-12-01 15:40:35,15
